ACR21_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ADF10_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ADF11_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ADF8_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ADF2_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ARF1_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ARF2_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ARGOS_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
ATPF_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
BD31A_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
BD31C_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
BD31B_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
BLE3_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
BURP7_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
C3H3_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CALM1_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CALM2_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CALM3_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CASP3_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CASP4_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CASP5_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CASP7_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CCMH_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CITRX_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML13_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML10_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML16_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML15_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML14_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML1_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
CML18_ORYSJ; 9;Oryza sativa subsp. japonica (Rice)
