14333_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
14337_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
14338_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ABI4_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ABIL5_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ACET2_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ACET1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ADPO2_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
AGI_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ALFL2_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ALFL1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ALFL4_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ALFL8_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ALFL3_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
AN322_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
APX1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
APX2_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ATL61_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
ATPI_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BAS1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BI1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BRXL3_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BURP1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BURP6_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BURPF_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BZP19_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
BZP06_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
C3H10_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
C3H37_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
C3H58_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
CAEH2_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
CAEH1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
CAEH3_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
CASP1_ORYSJ; 3;Oryza sativa subsp. japonica (Rice)
