ANM7_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFB_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFC_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFA_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFH_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFG_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFI_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFO_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFN_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFJ_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFR_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFT_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ARFV_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
BGAL4_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
BGAL8_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
BGAL9_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H16_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H20_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H24_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H22_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H36_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H32_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H43_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H62_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
C3H7_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CACLC_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CAF1P_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CAS_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CDKG2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CDKG1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CHLD_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CPSF2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CRS1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLC1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLC3_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLC2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLC7_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLCA_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLE6_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLE1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLE2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLH1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
CSLH2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
DUR3_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
DUS3L_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
DXS1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
DXS2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
EFGM_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ETR2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ETR4_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
EXEC1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
FH15_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
FH13_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
FTSH4_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
FTSH5_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
FTSH9_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
GOGA5_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
GUF1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
GUFP_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
GYRB_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK13_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK17_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK19_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK20_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK25_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK4_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK24_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK6_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAK26_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAP2A_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HAP2B_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HRD3_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HSP82_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HSP81_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
HSP83_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
IF4G2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
ISPG_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
KAT1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
KOR2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
KS1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
KSL3_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
KU80_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
LDL2_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
LPA1_ORYSJ; 1;Oryza sativa subsp. japonica (Rice)
