APEP1_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
APEP2_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
APEP3_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
ATP9_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
ATPH_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
COX5C_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
LTI6A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
LTI6B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MPAO2_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT1B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT1A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT2A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT2B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT2C_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT3B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT3A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT4A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT4B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
MT4C_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
OSR8_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
OST4A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
OST4B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PETG_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PETL_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PETN_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSAI_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSAJ_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBF_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBH_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBI_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBJ_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBK_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBL_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBM_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBN_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBT_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSBZ_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
PSK3_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RK32_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RK33_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RK36_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RL391_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RL392_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RL393_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
RL41_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
SC61G_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
SDH8B_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
SDH8A_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q6K7K9_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q84TR8_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q53LB3_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q5QNM4_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q5N8L4_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q658G4_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q6H4X5_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q2QQI6_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q8S6T8_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q8W2V3_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q5N7N4_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q6EP05_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q7X7L5_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q6Z1H2_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q6ZLK4_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q5QM35_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q6H4D9_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q60D77_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q75I45_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
B9F1H0_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
Q2R079_ORYSJ; 7;Oryza sativa subsp. japonica (Rice)
